rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeO*n,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
Basaltic andesite,-121.3850,46.5150,53.24,1.04,17.21,7.99,0.10,6.06,9.94,3.24,0.98,0.20
Andesite,-121.3840,46.5210,60.56,0.05,17.58,7.17,0.01,1.70,8.05,2.68,2.18,0.02
Andesite,-121.3870,46.5120,61.32,0.96,16.15,6.27,0.09,3.48,5.60,3.25,2.66,0.22
Andesite,-121.3940,46.5120,61.87,1.03,16.96,6.68,0.06,3.16,4.40,2.69,2.92,0.23
Andesite,-121.3830,46.5120,61.90,1.03,16.78,5.49,0.10,2.65,6.00,3.66,2.17,0.22
Andesite,-121.3940,46.5120,62.03,1.00,16.52,5.98,0.08,2.60,5.80,3.43,2.32,0.24
Andesite,-121.3850,46.5120,62.47,0.87,16.64,5.65,0.08,2.77,5.53,3.52,2.29,0.18
Andesite,-121.3780,46.5200,62.70,0.79,17.44,5.91,0.06,1.73,5.85,3.66,1.61,0.25
Dacite,-121.3910,46.5130,63.54,0.92,16.35,4.98,0.06,2.61,6.09,3.33,1.91,0.21
Dacite,-121.3820,46.5120,63.95,0.90,16.87,4.71,0.08,1.51,4.78,4.24,2.75,0.21
Dacite,-121.4630,46.7130,65.61,0.66,17.47,4.44,0.06,1.76,4.34,4.24,1.26,0.16
Dacite,-121.2740,46.6980,65.81,0.64,16.48,4.26,0.04,2.40,5.10,3.65,1.45,0.17
Dacite,-121.4210,46.8410,66.41,0.52,17.57,3.47,0.08,1.61,4.66,4.11,1.42,0.15
Dacite,-121.4600,46.7260,66.63,0.55,16.78,3.83,0.05,1.66,4.44,4.29,1.61,0.16
Dacite,-121.2820,46.7010,66.78,0.52,17.06,3.66,0.04,1.41,4.79,3.86,1.73,0.15
Dacite,-121.3140,46.7430,66.93,0.50,16.66,3.61,0.06,1.64,4.67,4.11,1.66,0.16
Dacite,-121.2850,46.7490,67.35,0.58,16.30,4.09,0.05,1.78,5.44,3.32,0.89,0.20
Dacite,-121.3760,46.5160,66.90,0.71,16.13,5.35,0.05,0.58,2.13,3.73,4.25,0.17
Rhyolite,-121.3740,46.5180,71.83,0.38,14.61,3.13,0.07,0.06,1.00,4.88,3.99,0.05
Rhyolite,-121.3760,46.5130,72.71,0.37,14.82,1.89,0.02,0,1.00,5.23,3.89,0.07
Rhyolite,-121.3800,46.5220,75.01,0.05,14.24,1.12,0,0.08,1.62,3.13,4.73,0.02
Rhyolite,-121.3680,46.5250,76.74,0.07,13.46,1.16,0,0.06,1.01,3.31,4.17,0.02
Rhyolite,-121.3840,46.5210,78.36,0.05,11.89,1.02,0.01,0,0.79,1.64,6.22,0.02
Andesite,-121.5770,46.0200,59.80,1.23,16.34,8.07,0.18,2.77,7.33,2.23,1.77,0.28
Andesite,-121.5900,45.9870,58.67,0.78,17.31,9.48,0.25,2.82,6.23,3.15,0.89,0.42
Andesite,-121.6660,46.2190,61.05,0.80,17.62,7.09,0,1.62,5.87,4.25,1.70,0
Basaltic andesite,-121.6470,46.2470,56.33,0.89,17.71,8.90,0,4.20,7.80,3.10,1.06,0
Andesite,-121.6680,46.2710,59.66,1.13,16.82,8.00,0,2.03,6.69,4.05,1.62,0
Andesite,-122.7270,45.8890,57.73,1.65,15.90,9.37,0.15,3.43,7.24,3.36,0.90,0.27
Andesite,-122.7260,45.9040,60.79,1.43,15.99,7.78,0.15,2.66,6.64,3.45,0.84,0.26
Andesite,-122.7090,45.8740,57.56,1.72,16.86,9.24,0.17,3.28,6.80,2.97,1.14,0.26
Basaltic andesite,-122.8740,45.9910,55.12,1.04,17.42,8.61,0.15,4.62,9.39,2.90,0.54,0.20
Basaltic andesite,-122.7540,45.9400,56.80,1.37,15.94,9.36,0.17,4.00,7.99,3.40,0.78,0.19
Basaltic andesite,-122.8240,46.0460,55.22,1.25,17.03,8.21,0.14,5.10,9.16,3.11,0.51,0.25
Andesite,-122.7690,45.9810,58.06,1.77,15.62,9.93,0.16,3.12,7.10,3.14,0.81,0.29
Andesite,-122.7840,45.9640,62.18,1.31,15.74,7.78,0.14,2.27,5.49,3.16,1.65,0.28
Basalt,-122.5300,41.8800,50.98,2.99,16.56,10.72,0.24,4.89,10.02,2.94,0.67,
Basaltic andesite,-122.5200,41.8800,54.89,2.63,17.04,7.82,0.15,5.77,6.34,4.74,0.63,
Basalt,-122.5200,41.8800,51.41,2.77,16.78,9.83,0.19,5.02,10.21,3.09,0.71,
Basaltic andesite,-122.4300,41.9200,52.12,2.96,16.77,10.33,0.20,4.59,9.26,2.95,0.81,
Basaltic andesite,-122.4500,41.8800,56.05,1.01,17.51,7.67,0.15,5.26,6.72,5.03,0.60,
Basaltic andesite,-122.4500,41.8800,56.40,0.87,17.40,7.87,0.24,6.08,5.81,4.70,0.62,
Andesite,-122.4500,41.8800,58.34,1.57,15.85,8.92,0.19,3.16,6.40,4.29,1.27,
Basaltic andesite,-122.4800,41.8800,54.20,1.74,15.49,11.84,0.25,4.81,7.33,3.04,1.30,
Basaltic andesite,-122.4700,41.8500,54.08,0.66,18.48,9.20,0.17,3.96,10.17,2.55,0.74,
Basaltic andesite,-122.4200,41.8800,55.19,1.30,17.87,8.82,0.13,4.03,8.01,3.47,1.17,
Basaltic andesite,-122.3800,41.9000,56.38,0.26,17.13,8.74,0.19,3.98,8.00,3.99,1.34,
Rhyolite,-122.3500,41.9300,76.40,2.01,12.37,0.95,0.10,0.71,3.41,1.41,2.65,
Andesite,-122.3000,41.9500,57.91,0.96,14.76,10.79,0.20,3.39,6.33,4.07,1.59,
Andesite,-122.4500,41.9000,60.05,0.98,16.15,6.74,0.21,3.99,7.62,3.17,1.09,
Andesite,-122.4300,41.9200,59.46,0.67,16.37,7.20,0.13,4.00,7.33,3.31,1.52,
Basalt,-122.4300,41.9700,51.76,1.10,17.71,9.61,0.17,4.86,11.04,3.11,0.64,
Basaltic andesite,-122.4700,41.8500,53.32,0.67,18.42,9.68,0.19,4.10,10.13,2.70,0.79,
Basalt,-122.4000,41.9300,50.53,1.08,16.12,9.51,0.24,7.92,11.13,2.65,0.82,
Basalt,-121.7750,46.4950,47.50,0.80,16.35,5.74,0.28,4.90,18.13,6.02,0,0.28
Gabbro,-121.6085,46.4383,50.01,0.76,20.59,9.13,0.15,5.80,11.04,2.41,0,0.11
Gabbro,-121.6707,46.3963,52.09,1.02,21.01,9.20,0.16,4.56,10.84,0.55,0.42,0.15
Basalt,-121.9420,46.4992,51.13,1.52,20.10,9.25,0.17,4.26,9.62,3.57,0.15,0.23
Basaltic andesite,-121.7787,46.4907,52.83,1.44,16.57,9.78,0.16,6.21,9.80,2.62,0.37,0.21
Basaltic andesite,-122.0070,46.4770,53.28,1.22,18.56,8.94,0.15,4.89,9.36,2.79,0.59,0.21
Basaltic andesite,-121.9647,46.4363,53.42,1.14,18.88,8.66,0.19,4.83,9.83,2.71,0.19,0.15
Basaltic andesite,-122.0700,46.4760,53.59,1.09,18.86,8.23,0.14,4.76,9.81,2.76,0.57,0.18
Basaltic andesite,-121.6667,46.4487,53.92,1.29,16.87,9.46,0.16,5.48,8.11,3.51,1.01,0.18
Basaltic andesite,-121.8300,46.4800,54.32,1.43,16.97,9.53,0.16,4.91,9.06,2.73,0.67,0.23
Basaltic andesite,-121.9065,46.4847,55.74,1.22,18.28,9.07,0.17,3.70,8.64,2.80,0.23,0.16
Basaltic andesite,-121.9388,46.4590,55.93,1.23,18.08,9.00,0.16,3.58,8.55,3.03,0.29,0.16
Basaltic andesite,-121.7078,46.4740,56.49,1.45,16.48,9.09,0.16,4.19,8.35,3.18,0.30,0.31
Basaltic andesite intrusion,-121.5288,46.3962,56.61,1.20,15.76,8.74,0.15,5.03,8.66,3.18,0.46,0.21
Basaltic andesite,-121.7398,46.4720,56.63,1.23,16.97,8.70,0.14,4.67,7.77,3.00,0.66,0.22
Andesite,-121.9250,46.3100,57.10,1.65,16.34,9.09,0.17,3.11,6.96,4.07,1.23,0.27
Andesite,-121.8731,46.3428,57.40,1.57,17.28,8.40,0.19,2.09,7.19,4.17,1.34,0.36
Andesite,-121.9335,46.4902,57.30,1.07,17.56,7.84,0.14,4.04,8.21,3.11,0.53,0.18
Andesite,-121.7420,46.4043,58.32,1.33,17.67,8.61,0.14,2.56,7.42,3.11,0.60,0.24
Andesite,-121.9455,46.3980,58.48,1.12,17.15,7.60,0.15,3.57,7.70,2.80,1.21,0.20
Andesite,-121.6433,46.4528,58.65,1.24,16.07,8.15,0.15,3.83,8.05,2.75,0.89,0.22
Andesite,-121.9605,46.3650,59.74,1.21,15.66,8.16,0.13,3.86,7.23,2.60,1.16,0.24
Andesite,-121.7613,46.4305,61.74,1.11,16.66,7.19,0.13,3.07,3.79,4.30,1.72,0.28
Diorite,-121.6342,46.6342,62.43,0.74,16.94,5.48,0.11,3.08,5.86,3.63,1.55,0.18
Dacite vitrophyre,-121.8238,46.4428,64.16,0.88,15.87,7.29,0.14,1.70,5.29,2.93,1.56,0.19
Diorite,-121.6473,46.3375,64.42,0.70,16.54,5.03,0.08,2.71,5.29,3.68,1.38,0.17
Dacite,-121.5100,46.4900,65.16,1.14,14.69,7.82,0.16,1.12,4.18,3.84,1.51,0.39
Diorite,-121.7378,46.3833,65.12,0.77,16.43,5.14,0.09,2.30,4.79,3.67,1.51,0.17
Diorite,-121.7915,46.4388,65.16,0.73,16.97,5.05,0.08,1.94,4.98,3.86,1.05,0.18
Diorite,-121.7420,46.4243,65.80,0.70,16.95,4.95,0.08,1.85,5.07,3.43,1.00,0.17
Dacite sill,-121.6150,46.4550,65.96,0.63,16.78,4.69,0.09,2.37,4.23,3.85,1.24,0.16
Dacite sill,-121.8950,46.4460,68.66,0.88,14.59,5.45,0.11,0.93,3.60,3.15,2.42,0.21
Dacite sill,-121.7303,46.3320,69.34,0.62,15.44,4.72,0.14,0.72,3.01,3.94,1.90,0.17
Rhyolite intrusion,-121.7297,46.3400,77.11,0.11,14.55,0.88,0.08,0.02,1.30,3.03,2.84,0.08
Basaltic andesite,-122.9100,46.0600,56.17,2.00,16.83,7.79,0.12,4.90,8.72,2.93,0.53,
Basaltic andesite,-122.7000,46.0300,54.48,1.44,16.09,7.83,0.06,7.41,9.57,2.70,0.42,
Andesite,-122.5800,46.3800,58.83,1.72,16.72,7.59,0.03,3.45,7.50,3.09,1.07,
Basalt,-122.6300,46.1500,51.64,2.38,17.10,8.75,0.14,5.70,11.15,2.65,0.49,
Basalt,-122.6300,46.1500,49.81,2.93,15.03,11.19,5.70,5.50,5.92,2.83,1.10,
Basaltic andesite,-122.8500,46.1000,56.21,2.13,18.34,7.69,0.11,2.91,8.94,2.98,0.68,
Andesite,-122.6800,46.0300,57.65,2.40,16.78,8.54,0.07,3.62,6.72,3.09,1.13,
Basalt,-122.2700,45.9300,51.52,2.61,16.90,10.67,0.14,4.97,9.97,2.81,0.41,
Basalt,-122.2700,45.9300,50.49,1.76,16.77,9.28,0.16,6.61,12.10,2.56,0.28,
Basalt,-122.4500,45.9800,51.52,2.93,16.34,10.21,0.20,5.19,10.19,2.82,0.62,
Basalt,-122.3300,46.0500,49.04,2.56,15.67,11.33,0.13,7.18,11.34,2.53,0.23,
Basalt,-122.2700,45.8500,49.30,2.84,16.30,11.05,0.20,6.31,10.97,2.61,0.43,
Basalt,-122.3200,45.6300,51.44,1.86,18.06,9.48,0.12,4.15,11.75,2.84,0.30,
Basaltic andesite,-122.8800,46.0800,53.13,1.89,16.18,8.76,0.13,5.74,11.17,2.66,0.35,
Basaltic andesite,-122.8800,45.9800,54.78,1.80,16.62,8.36,0.13,5.38,9.49,2.88,0.54,
Dacite sill,-122.5690,46.4820,63.59,0.72,15.19,9.16,0.20,0.62,5.01,3.96,1.30,0.25
Dacite sill,-122.5680,46.4810,63.43,0.72,15.09,9.39,0.21,0.62,4.88,4.65,0.76,0.23
Basalt sill,-122.6100,46.5200,48.76,0.90,22.79,8.97,0.17,3.64,10.40,3.24,1.00,0.12
Basalt sill,-122.5680,46.4530,49.48,1.12,22.76,9.11,0.19,3.44,10.72,3.00,0.05,0.13
Basalt sill,-121.5683,46.4460,50.54,1.22,19.58,11.43,0.20,4.08,9.83,2.93,0.05,0.14
Basaltic andesite sill,-122.5910,46.4540,56.05,1.26,17.36,8.30,0.14,4.07,8.08,3.64,0.88,0.21
Basaltic andesite sill,-122.5520,46.4580,55.16,1.84,17.37,9.60,0.16,3.31,7.78,3.59,0.87,0.33
Basalt sill,-122.5520,46.4780,51.72,1.87,15.83,12.79,0.25,4.64,9.86,2.79,0.05,0.20
Basalt sill,-121.5490,46.4647,51.40,1.49,17.69,8.90,0.22,6.72,10.38,2.96,0.02,0.22
Basaltic andesite sill,-122.5920,46.5030,55.43,1.59,16.47,10.78,0.20,3.09,7.45,3.32,1.31,0.37
Basalt sill,-122.5510,46.4180,49.98,0.85,22.73,7.89,0.13,3.81,11.68,2.80,0.04,0.09
Dacite sill,-122.5640,46.4940,63.96,0.70,15.41,8.72,0.20,0.54,5.39,3.83,1.03,0.22
Basalt sill,-122.5530,46.4270,51.55,1.55,18.19,9.89,0.17,5.14,8.84,3.56,0.89,0.22
Basaltic andesite sill,-122.5490,46.4330,53.11,1.36,19.76,9.14,0.15,3.12,8.46,3.68,1.01,0.20
Basalt sill,-122.5580,46.4290,49.05,0.74,23.57,7.74,0.13,3.99,11.21,3.27,0.21,0.08
Basaltic andesite sill,-122.5850,46.4960,56.40,1.52,16.74,10.17,0.20,2.83,5.98,4.21,1.57,0.38
Basalt sill,-122.5830,46.5120,49.75,0.98,22.26,8.98,0.17,4.30,10.05,3.12,0.26,0.12
Andesite sill,-122.5870,46.5080,62.48,1.30,14.93,10.37,0.20,1.55,4.27,4.36,0.34,0.19
Andesite sill,-122.5860,46.5050,58.77,1.29,15.22,11.98,0.23,1.26,5.65,3.61,1.45,0.54
Basalt sill,-122.5790,46.4840,50.13,1.26,19.81,10.35,0.18,4.36,10.87,2.83,0.05,0.15
Andesite,-122.5430,46.3540,59.85,1.18,16.12,8.40,0.15,3.37,6.49,2.97,1.21,0.27
Basaltic andesite,-122.8050,46.1610,55.83,1.61,16.98,9.58,0.15,3.75,7.86,3.26,0.72,0.27
Basaltic andesite,-122.8280,46.1000,52.49,1.84,15.63,12.31,0.22,4.46,9.09,2.76,0.96,0.26
Basaltic andesite,-122.8670,46.3040,52.56,1.99,15.78,12.45,0.20,4.02,8.51,3.61,0.58,0.28
Basaltic andesite,-122.8360,46.0460,54.78,1.20,17.20,8.36,0.13,5.03,9.31,3.21,0.50,0.27
Basaltic andesite,-122.8650,46.0680,53.42,1.53,16.73,8.71,0.15,5.20,9.97,3.24,0.60,0.43
Andesite,-122.4470,46.4690,60.62,1.08,16.40,7.08,0.14,3.41,6.69,3.06,1.26,0.25
Basaltic andesite,-122.7930,46.1780,55.53,1.35,17.67,8.48,0.16,4.37,8.47,3.13,0.55,0.28
Basaltic andesite,-122.8750,46.4160,55.04,2.19,16.17,9.39,0.18,3.88,8.25,3.72,0.70,0.48
Basaltic andesite,-122.8600,46.0930,54.94,2.09,15.99,11.19,0.18,3.39,7.59,3.53,0.76,0.33
Basaltic andesite,-122.8540,46.0930,56.08,1.51,17.66,8.61,0.16,3.45,8.35,3.16,0.74,0.28
Basaltic andesite,-122.9150,46.0840,52.13,1.20,17.94,9.06,0.12,6.22,10.11,2.77,0.26,0.19
Basalt,-122.6450,46.3070,50.00,1.50,16.56,10.26,0.21,7.70,10.50,2.61,0.40,0.25
Basaltic andesite,-122.8640,46.0590,54.03,1.73,16.14,9.70,0.16,4.97,9.06,3.10,0.57,0.52
Andesite,-122.4140,46.1720,59.61,1.08,16.82,7.31,0.14,3.81,7.08,2.84,1.06,0.24
Andesite,-122.4900,46.4600,58.93,1.14,17.13,7.17,0.17,3.86,7.30,3.02,1.04,0.24
Andesite,-122.4260,46.1720,58.29,2.13,15.92,9.33,0.19,2.98,6.51,3.32,0.82,0.51
Basalt,-122.8780,46.2620,49.79,1.87,16.50,11.15,0.17,5.26,12.19,2.69,0.18,0.20
Andesite,-122.6400,46.3710,57.50,1.40,17.77,7.56,0.16,3.58,7.13,3.35,1.29,0.26
Basaltic andesite,-122.8780,46.2660,52.95,1.08,17.69,8.86,0.15,5.25,10.84,2.79,0.23,0.15
Basaltic andesite,-122.7670,46.0410,56.88,1.53,17.34,8.68,0.17,3.23,7.60,3.66,0.71,0.19
Basaltic andesite,-122.8630,46.1220,56.48,1.91,16.98,9.65,0.15,2.86,7.20,3.59,0.83,0.34
Basaltic andesite,-122.7360,46.0280,56.14,1.68,17.01,9.53,0.16,3.12,7.49,3.72,0.86,0.29
Basaltic andesite,-122.7550,46.0160,54.74,1.28,17.01,9.06,0.15,4.91,9.20,2.84,0.58,0.23
Basalt,-122.8480,46.0770,51.48,1.16,16.59,9.21,0.15,8.33,9.91,2.81,0.15,0.20
Basaltic andesite,-122.8430,46.0160,53.09,0.96,18.46,8.23,0.16,4.58,10.77,3.15,0.43,0.15
Basaltic andesite,-122.7480,46.1770,52.78,1.69,16.68,9.19,0.17,6.91,9.38,2.52,0.39,0.28
Andesite,-122.4510,46.4580,57.49,1.22,17.41,7.85,0.12,4.16,7.49,2.86,1.12,0.27
Basaltic andesite,-122.7550,46.0160,55.40,1.03,17.44,7.92,0.14,5.38,8.93,2.73,0.81,0.21
Basaltic andesite,-122.8820,46.2610,53.67,1.02,17.73,8.18,0.15,5.12,11.16,2.65,0.14,0.18
Basaltic andesite,-122.8400,46.0140,56.06,1.11,16.91,9.02,0.13,3.92,8.80,3.27,0.59,0.18
Andesite,-122.4900,46.4600,58.92,1.43,17.08,8.22,0.15,2.68,6.71,3.40,1.11,0.30
Andesite,-122.4480,46.4580,60.79,1.45,16.08,8.02,0.14,3.06,5.63,2.57,1.98,0.28
Andesite,-122.8940,46.0640,57.46,1.32,16.41,8.32,0.15,4.13,7.85,3.18,0.77,0.40
Andesite,-122.8650,46.1550,58.75,1.36,16.51,9.00,0.15,2.19,7.84,3.07,0.85,0.27
Andesite,-122.8800,46.2340,60.68,1.66,16.10,8.01,0.16,2.43,5.76,3.74,0.97,0.48
Basaltic andesite,-122.9050,46.2680,53.67,1.89,16.33,10.25,0.17,4.49,9.03,3.31,0.58,0.28
Andesite,-122.3850,46.1660,58.35,1.23,16.00,8.19,0.16,4.28,7.55,2.93,1.06,0.25
Rhyolite,-121.7110,47.1480,72.59,0.37,14.34,2.86,0.04,0.47,1.35,2.84,5.10,0.03
Dacite,-121.7110,47.1480,65.35,0.61,15.59,4.77,0.07,2.96,4.07,3.94,2.57,0.09
Andesite,-121.8200,47.1000,58.46,0.98,17.19,7.61,0.13,4.00,7.38,3.07,1.03,0.13
Dacite,-121.8200,47.1000,64.17,0.77,15.99,5.89,0.09,2.53,5.02,3.38,2.01,0.13
Dacite,-121.8200,47.1000,64.50,0.76,16.43,6.10,,2.46,5.13,3.32,1.17,0.13
Dacite,-121.8200,47.1000,64.16,0.72,16.25,6.66,0.08,2.40,5.09,3.35,1.13,0.17
Rhyolite,-121.7270,47.0120,73.34,0.40,12.72,3.68,0.04,0.15,1.21,4.29,4.10,0.06
Rhyolite,-121.7270,47.0120,74.27,0.48,12.41,3.44,0.04,0.61,2.26,4.24,2.18,0.06
Rhyolite,-121.7270,47.0120,74.52,0.45,12.23,3.22,0.04,0.29,1.57,4.82,2.83,0.03
Rhyolite,-121.7200,47.0130,74.70,0.45,12.22,3.15,0.04,0.27,1.30,4.26,3.56,0.06
Rhyolite,-121.7200,47.0130,76.22,0.40,12.07,2.29,0.02,0.16,1.02,3.06,4.74,0.03
Quartz diorite sill,-121.7800,47.1000,63.13,0.77,16.73,6.02,0.13,2.41,5.56,3.64,1.52,0.09
Andesite sill,-121.7800,47.1000,57.65,1.05,17.47,7.97,0.15,3.79,7.83,2.89,0.98,0.22
Granodiorite sill,-121.7800,47.1000,62.57,0.83,15.33,6.90,0.10,2.95,5.86,3.43,1.85,0.17
Quartz diorite sill,-121.6540,47.0920,59.86,0.94,17.24,5.85,0.10,3.71,6.74,3.64,1.65,0.28
Monzogranite sill,-121.9300,47.0100,70.87,0.36,15.33,3.07,0.04,1.09,2.49,2.33,4.33,0.09
Quartz diorite,-121.7500,47.0400,60.19,1.09,13.24,9.49,0.17,3.88,7.06,3.28,1.35,0.25
Quartz diorite,-121.7500,47.0400,56.80,1.18,14.52,8.57,0.11,4.63,8.16,4.55,1.23,0.25
Granodiorite,-121.7500,47.0400,68.14,0.65,18.24,3.23,0.06,2.23,4.61,,2.83,
Granodiorite,-121.7500,47.0400,67.39,0.49,16.21,3.47,,1.69,3.80,3.95,2.90,0.10
Granodiorite,-121.7500,47.0400,63.76,0.68,16.96,4.80,0.06,2.38,4.75,4.35,2.12,0.13
Granodiorite,-121.7500,47.0400,66.13,0.74,14.97,5.08,0.10,2.02,4.07,3.58,3.19,0.12
Rhyolite,-122.6330,42.0220,73.48,0.39,13.51,3.03,0.08,1.03,3.44,4.04,0.94,0.06
Basaltic andesite,-122.6330,42.0220,54.48,0.81,18.98,8.38,0.19,4.12,8.64,3.89,0.43,0.08
Andesite,-122.6680,42.0360,57.21,0.84,16.99,8.99,0.17,3.85,7.73,3.18,0.83,0.20
Rhyolite,-122.6330,42.0220,73.23,0.38,13.85,3.25,0.10,0.52,3.09,4.31,1.23,0.04
Rhyolite,-122.6000,42.0520,75.62,0.40,12.76,1.27,0.06,0.55,1.71,3.52,4.07,0.04
Basalt intrusion,-121.6660,45.8090,48.38,1.45,15.32,11.75,0.19,9.18,10.81,2.19,0.48,0.24
Basalt,-121.7000,45.8390,50.77,1.68,17.01,11.67,0.21,5.37,9.63,2.77,0.71,0.18
Basaltic andesite intrusion,-121.6770,45.8480,52.18,2.91,14.02,13.98,0.24,4.18,9.02,2.84,0.20,0.42
Basalt intrusion,-121.6800,45.8530,52.21,2.16,14.72,12.51,0.19,5.06,10.19,2.45,0.25,0.25
Basalt intrusion,-121.6870,45.8280,52.53,2.24,15.06,12.69,0.20,4.63,9.13,2.54,0.65,0.32
Basalt intrusion,-121.7980,45.7690,52.66,1.46,18.47,9.29,0.15,5.01,9.26,2.62,0.85,0.22
Basalt,-121.9100,45.8640,53.06,2.01,16.87,10.97,0.17,4.31,8.58,2.74,0.96,0.33
Basaltic andesite intrusion,-121.7610,45.8380,54.36,1.45,17.80,8.89,0.15,4.24,9.50,2.82,0.55,0.24
Basaltic andesite,-121.8250,45.8680,54.72,1.60,15.61,11.08,0.18,4.69,8.75,2.69,0.48,0.20
Basaltic andesite,-122.0010,45.9730,55.49,1.32,17.09,9.21,0.19,4.31,8.71,2.85,0.60,0.23
Basaltic andesite intrusion,-121.9760,45.9940,55.04,1.37,16.84,8.62,0.15,4.78,9.45,3.08,0.47,0.20
Basaltic andesite intrusion,-121.9180,45.8690,55.39,2.42,15.04,11.18,0.18,3.85,7.78,2.54,1.22,0.39
Basaltic andesite intrusion,-121.8910,45.8370,55.50,1.44,18.05,8.91,0.16,3.88,6.55,4.14,1.14,0.23
Basaltic andesite,-121.8130,45.8020,55.66,1.35,16.61,9.78,0.18,4.39,8.12,3.24,0.50,0.18
Andesite,-121.9760,45.9190,55.84,1.34,17.54,8.52,0.16,4.01,8.91,2.69,0.68,0.32
Basaltic andesite intrusion,-121.6660,45.8420,56.02,2.36,14.71,11.91,0.23,3.07,6.95,3.35,0.82,0.57
Andesite,-121.9920,45.9450,58.21,1.27,17.37,8.41,0.17,3.09,7.26,2.62,1.37,0.23
Andesite,-121.9530,45.9060,58.39,1.36,16.76,9.14,0.15,2.95,7.81,2.79,0.38,0.25
Andesite intrusion,-121.8880,45.8830,58.43,2.03,15.76,9.49,0.16,3.00,6.23,3.11,1.33,0.45
Andesite intrusion,-121.8790,45.8730,58.77,1.99,15.22,9.80,0.18,3.15,6.49,2.81,1.25,0.34
Andesite intrusion,-121.7930,45.8240,59.21,1.47,16.67,8.40,0.18,2.80,6.48,3.44,1.03,0.31
Andesite intrusion,-121.9500,45.9250,59.95,1.32,16.22,8.75,0.16,2.82,6.31,2.67,1.57,0.24
Andesite,-121.7000,45.8430,60.40,2.34,11.95,12.67,0.17,2.47,4.91,3.55,0.90,0.63
Andesite,-121.9860,45.9480,61.55,1.16,17.08,8.42,0.12,2.08,5.09,2.61,1.65,0.24
Dacite intrusion,-121.6980,45.7810,63.65,0.66,18.59,4.65,0.09,1.81,5.70,3.80,0.81,0.23
Dacite intrusion,-121.7080,45.7800,63.95,0.64,18.73,4.58,0.08,1.73,5.50,3.78,0.79,0.21
Andesite,-121.9780,45.9270,64.65,0.77,16.50,7.37,0.13,1.29,4.31,2.46,2.27,0.25
Quartz diorite,-121.7300,45.7050,66.78,0.50,17.29,4.08,0.08,1.58,5.11,3.31,1.10,0.16
Diorite,-121.7010,45.7920,67.57,0.47,16.69,3.89,0.08,1.40,4.94,3.82,0.99,0.15
Dacite intrusion,-121.8960,45.8630,67.65,0.48,17.11,3.69,0.08,1.35,4.97,3.62,0.90,0.15
Dacite intrusion,-122.7770,46.9110,73.05,0.74,14.61,2.79,0.11,0.43,2.34,3.96,1.82,0.16
Dacite intrusion,-122.0210,46.6000,70.42,0.48,14.49,3.36,0.09,0.88,4.80,3.00,2.39,0.09
Gabbro,-122.7160,46.8740,53.50,1.57,17.21,9.13,0.14,5.02,9.38,2.96,0.75,0.34
Rhyolite dike,-122.0480,46.5580,74.62,0.16,14.47,3.30,0.09,0,2.19,3.65,1.45,0.08
Andesite,-122.3260,46.7270,60.18,0.84,18.04,6.79,0.12,2.96,6.58,3.24,1.05,0.20
Andesite,-122.0180,46.6020,61.29,0.57,17.89,8.57,0.14,1.77,6.05,3.13,0.41,0.18
Andesite,-122.0440,46.5840,58.39,1.48,16.85,9.13,0.18,2.92,6.61,3.66,0.57,0.22
Andesite dike,-122.4470,46.5460,59.46,1.63,16.89,8.23,0.16,2.46,6.44,3.58,0.68,0.46
Basaltic andesite,-122.2850,46.5020,54.13,1.63,17.49,9.52,0.15,4.63,8.69,2.87,0.62,0.27
Basaltic andesite,-122.1390,46.8990,56.98,1.32,18.48,7.83,0.12,3.02,7.91,3.20,0.89,0.25
Basaltic andesite,-122.1620,46.9000,55.68,1.09,17.44,7.93,0.13,6.48,7.35,2.93,0.73,0.24
Andesite,-122.1460,46.8300,60.76,0.80,17.80,5.84,0.10,3.38,7.12,2.87,1.17,0.17
Andesite,-122.4600,46.6100,58.57,1.22,18.23,7.26,0.12,3.10,7.51,2.91,0.83,0.25
Basaltic andesite,-122.4470,46.5460,52.53,1.61,17.82,9.12,0.17,5.24,9.87,2.77,0.54,0.33
Basaltic andesite,-122.4180,46.5400,56.48,1.83,17.78,8.70,0.14,3.01,7.68,3.19,0.83,0.36
Andesite,-122.3760,46.5380,57.95,1.23,18.61,7.17,0.11,2.86,6.68,4.01,1.14,0.24
Basaltic andesite,-122.2930,46.5540,55.61,2.02,15.91,10.36,0.17,4.25,7.81,2.76,0.78,0.32
Basaltic andesite,-122.3490,46.5450,56.73,1.56,18.02,8.19,0.14,3.36,7.05,3.16,1.43,0.34
Andesite,-122.2010,46.5320,61.18,1.33,15.75,7.96,0.13,2.80,5.72,3.44,1.28,0.40
Basaltic andesite,-122.1860,46.5100,56.02,1.22,20.82,7.96,0.07,2.41,6.12,4.43,0.73,0.22
Andesite,-122.1780,46.5120,57.47,1.21,17.20,7.95,0.15,3.83,7.92,2.90,1.08,0.28
Dacite,-122.1840,46.5140,63.51,1.10,19.11,3.70,0.12,1.08,6.76,3.79,0.57,0.24
Basaltic andesite,-122.5930,46.5020,55.17,2.06,16.10,10.73,0.17,3.45,7.94,3.12,0.87,0.38
Andesite,-122.3140,46.5710,57.10,1.30,16.46,8.11,0.13,4.95,8.26,2.94,0.45,0.30
